0	0
0.200000000000000	0
0.400000000000000	0
0.600000000000000	0
0.800000000000000	0
0.999999999999993	0
1	0
1.00000000000001	1.42108547152015e-13
1.14132207363142	1.01327176591275
1.27939150956811	1.50520940043358
1.45171758955635	1.79087701575657
1.65171758955635	1.92297303413700
1.85171758955635	1.97162840090713
2.05171758955635	1.98954979433413
2.25171758955635	1.99615084091307
2.45171758955635	1.99858222640298
2.65171758955635	1.99947778672510
2.85171758955635	1.99980765144374
3.05171758955635	1.99992915161511
3.25171758955635	1.99997390417823
3.45171758955635	1.99999038803898
3.65171758955635	1.99999645959436
3.85171758955635	1.99999869595059
4.05171758955635	1.99999951967513
4.25171758955635	1.99999982308034
4.45171758955635	1.99999993483459
4.65171758955635	1.99999997599741
4.85171758955635	1.99999999115905
5.05171758955635	1.99999999674358
5.25171758955635	1.99999999880055
5.45171758955635	1.99999999955820
5.65171758955635	1.99999999983727
5.85171758955635	1.99999999994006
6.05171758955635	1.99999999997792
6.25171758955635	1.99999999999187
6.45171758955635	1.99999999999700
6.65171758955635	1.99999999999890
6.85171758955635	1.99999999999959
7.05171758955635	1.99999999999985
7.25171758955635	1.99999999999995
7.45171758955635	1.99999999999998
7.65171758955635	1.99999999999999
7.85171758955635	2.00000000000000
8.05171758955635	2.00000000000000
8.25171758955635	2.00000000000000
8.45171758955635	2.00000000000000
8.65171758955635	2.00000000000000
8.85171758955635	2.00000000000000
9.05171758955635	2.00000000000000
9.25171758955635	2.00000000000000
9.45171758955635	2.00000000000000
9.65171758955635	2.00000000000000
9.85171758955634	2.00000000000000
10	2
